Region Name,sun,wind,curtail,Amount,Percentage,Regulation Hours
SW,sun0.3,wnd1,0.18,7502434.909251645,0.0905955077168711,7595.0
CAR,sun0.5,wnd0.5,0.02,2903797.439291716,0.0207606712171895,3340.0
CAR,sun0.5,wnd1,0.14,2983706.463586718,0.0213319800000361,7179.0
NW,sun0.1,wnd0.3,0.14,11567197.293283671,0.0467413001090617,8526.0
NY,sun0.1,wnd0.5,0.02,1161081.7318435758,0.0150908901860708,3245.0
FLA,sun0.5,wnd1,0.02,4631068.623568028,0.0251205178261333,3013.0
CAR,sun1,wnd0.5,0.02,5752425.663507089,0.0411269106740873,3638.0
NY,sun0.5,wnd0.1,0.02,262454.39110292494,0.0034111900018421,2821.0
MIDW,sun0.3,wnd0.5,0.1,47823868.23667538,0.0622273606938657,8760.0
FLA,sun0.1,wnd0.3,0.18,1125210.3789272606,0.0061035302388188,4759.0
SW,sun0.1,wnd1,0.1,7327651.040055335,0.0884849084831434,8002.0
NY,sun1,wnd0.1,0.02,262454.39110292494,0.0034111900018421,2821.0
TEN,sun0.3,wnd0.1,0.06,425251.8510684818,0.0043145945632451,4794.0
SE,sun0.5,wnd0.3,0.18,3207648.8691735268,0.016752446120538,7869.0
TEN,sun0.1,wnd0.5,0.14,356963.5743519068,0.0036217434287599,6068.0
CAR,sun1,wnd0.1,0.14,5599760.864227861,0.0400354351939493,7274.0
CAR,sun0.5,wnd0.1,0.14,2983706.463586718,0.0213319800000361,7179.0
CAL,sun0.3,wnd0.5,0.06,8642341.935520679,0.0707342450471412,8760.0
NW,sun1,wnd0.1,0.06,15831688.310425818,0.0639734652905423,8518.0
MIDW,sun0.5,wnd0.5,0.1,49084615.73354483,0.0638678174809104,8760.0
NW,sun0.5,wnd0.5,0.1,22706908.17720303,0.0917551920961712,8455.0
CAL,sun0.5,wnd0.3,0.06,10147981.500059068,0.0830573258399765,8760.0
CAR,sun0.3,wnd1,0.02,1765508.6161867976,0.0126224864778135,3166.0
MIDA,sun1,wnd1,0.1,24941240.320542216,0.0454588287044877,8760.0
MIDA,sun0.3,wnd0.3,0.02,8024316.896378756,0.0146254172837815,8760.0
SE,sun0.1,wnd0.1,0.1,844943.9460663497,0.0044128514400014,6607.0
TEN,sun0.3,wnd0.1,0.02,336601.4513501376,0.0034151498419741,2496.0
TEN,sun1,wnd1,0.06,1099825.6919349432,0.0111588037512755,4977.0
CENT,sun0.1,wnd0.1,0.18,9793645.31936428,0.0378191977623687,8647.0
TEX,sun1,wnd1,0.06,91762672.19062136,0.2770954748771523,8692.0
SE,sun0.3,wnd1,0.02,2019738.648731649,0.0105483998624709,2977.0
NY,sun0.1,wnd0.5,0.18,1263101.559312448,0.0164168692028021,7315.0
SW,sun0.5,wnd0.1,0.18,2847393.339889586,0.0343836432327895,7733.0
SW,sun0.1,wnd0.1,0.18,1337151.0062018484,0.0161467411268837,7880.0
TEN,sun1,wnd1,0.02,1033810.161186561,0.0104890118401032,2698.0
TEN,sun0.5,wnd0.3,0.02,535221.341863051,0.0054303422452668,2553.0
TEX,sun0.3,wnd0.3,0.06,28881459.29571193,0.0872132588081756,8760.0
NY,sun1,wnd1,0.1,2309055.495016277,0.0300114125932424,7269.0
NY,sun1,wnd0.3,0.1,842364.9917264581,0.0109484433680221,7116.0
SW,sun0.3,wnd0.5,0.02,4960430.852490276,0.0598995868690068,4064.0
CAR,sun0.5,wnd1,0.1,2989155.443962246,0.0213709374316099,7148.0
